,Price,Address,Specifics,Full_address
82,"$579,900",27 Bristol Street,"3BD2BA1 Parking1,022 sqft","27 Bristol St, Hamilton, ON L8L 8A5"
83,"$2,000,000",125 Tennessee Avenue,"3BD3BA0 Parking3,534 sqft","125 Tennessee Ave, Port Colborne, ON L3K 2R8"
84,"$1,438,800",3177 MARINER WAY,"5BD3BA4 Parking1,939 sqft","Toronto, ON"
85,"$1,249,900",8542 ROSEBANK CRESCENT,"3BD2BA4 Parking1,239 sqft","Toronto, ON"
86,"$13,880,000",1188 WOLFE AVENUE,"9BD10BA2 Parking9,490 sqft","Toronto, ON"
87,"$799,900",10 Frances Ave,"2+2BD3BA5 Parking1,500-2,000 sqft","10 Frances Ave, Etobicoke, ON M8Y 3K9"
88,"$1,550,000",8 Lost Hollow Rd,"4BD4BA5 Parking2,500-3,000 sqft","8 Lost Hollow Rd, Caledon, ON L7C 2E9"
89,"$1,599,000",3811 SPRINGFIELD DRIVE,"3BD3BA3 Parking1,783 sqft","Markham, ON"
90,"$1,249,900",8540 ROSEBANK CRESCENT,"3BD2BA3 Parking1,200 sqft","Toronto, ON"
91,"$449,900",66 Brook Rd,3BD1BA6 Parking,"66 Brook Rd, Fenelon Falls, ON K0M 1N0"
92,"$1,399,000",276 Chelsea Cres,"5BD4BA4 Parking2,500-3,000 sqft","276 Chelsea Crescent, Bradford West Gwillimbury, ON L3Z 0J7"
93,"$12,880,000",1712 CEDAR CRESCENT,"5BD4BA6 Parking7,926 sqft","Markham, ON"
94,"$1,299,000",783 Queenston Blvd,4BD5BA4 Parking,"Vaughan, ON"
95,"$1,998,000",128 E 57TH AVENUE,"5BD3BA4 Parking2,408 sqft","128 E 57th Ave, Vancouver, BC V5X 1S4"
96,"$995,000",69 Division St,"4BD3BA4 Parking2,000-2,500 sqft","69 Division St, Oshawa, ON"
97,"$2,099,000",2360 DOUGLAS CRESCENT,"5BD6BA4 Parking2,988 sqft","Toronto, ON"
98,"$829,990",43 Peggy Avenue,"4BD3BA4 Parking2,731 sqft","43 Peggy Ave, Mount Elgin, ON N0J 1N0"
99,"$779,000",2 Ashwood Court,"3BD2BA0 Parking1,159 sqft","2 Ashwood Ct, Hamilton, ON"
100,"$599,900",159 Bell Avenue,3BD2BA0 Parking825 sqft,"159 Bell Ave, Hamilton, ON L8K 3E5"
101,"$699,900",59 East 21st Street,"3BD2BA0 Parking1,050 sqft","59 E 21st St, Hamilton, ON L8V 2T3"
102,"$829,950",82 BLACKWOOD Crescent,"4BD2BA0 Parking1,020 sqft","82 Blackwood Crescent, Hamilton, ON L8S 3H5"
103,"$979,900",10 Chudleigh Street,"4BD2BA1 Parking1,443 sqft","10 Chudleigh Rd, York, ON M6E 1Y8"
104,"$389,000",45 Division Street,3BD1BA0 Parking829 sqft,"45 Division St, St. Catharines, ON L2R 3G4"
105,"$1,399,999",92 Brookside Ave,3+1BD2BA1 Parking,"92 Brookside Ave, York, ON M6S 4G9"
106,"$1,299,000",1 Pilgrim Pl,"4+2BD4BA6 Parking2,000-2,500 sqft","1 Pilgrim Pl, Brampton, ON L6X 4X9"
107,"$1,099,999",20 Hitching Post Rd,"4BD4BA6 Parking3,000-3,500 sqft","20 Hitching Post, Georgina, ON L4P 2E7"
108,"$1,869,000",719 E 26TH AVENUE,"4BD4BA1 Parking1,755 sqft","719 E 26th Ave, Vancouver, BC V5V 2H8"
109,"$1,639,000",2228 GARDEN DRIVE,"4BD3BA1 Parking1,620 sqft","Grimsby, ON"
110,"$975,000",43 Elizabeth Cres,"2+1BD2BA10 Parking1,100-1,500 sqft","43 Elizabeth Crescent, Whitby, ON L1N 3R8"
111,"$2,825,000",45 SWEETWATER PLACE,"6BD4BA2 Parking3,667 sqft","Mississauga, ON"
112,"$2,650,000",27725 QUINTON AVENUE,"1BD2BA3 Parking1,500 sqft","27725 Quinton Ave, Abbotsford, BC V4X 1J7"
113,"$579,900",27 Bristol St,"3BD2BA2 Parking700-1,100 sqft","27 Bristol St, Hamilton, ON L8L 8A5"
114,"$1,275,000",3271 NORFOLK STREET,"4BD3BA4 Parking2,078 sqft","Toronto, ON"
115,"$1,598,000",2980 CAPE COURT,"3BD3BA3 Parking2,012 sqft","2980 Cape Ct, Coquitlam, BC V3C 3Y7"
116,"$799,000",1661 Gazelle Tr,"3+1BD2BA10 Parking1,500-2,000 sqft","1661 Gazelle Trail, Lakefield, ON K0L 2H0"
117,"$1,973,000",2320 VISTA COURT,"5BD3BA3 Parking2,702 sqft","Hamilton, ON L9B 1X2"
118,"$810,000",20 Kerr St,"3BD3BA4 Parking1,500-2,000 sqft","20 Kerr St, Oakville, ON L6K 3R7"
119,"$839,900",67 Stanley St,"2+2BD3BA6 Parking1,100-1,500 sqft","67 Stanley St., Barrie, ON L4M 6V4"
120,"$4,498,000",929 CANYON BOULEVARD,"6BD7BA4 Parking4,985 sqft","Toronto, ON"
121,"$1,100,000",107 Honey St,"4BD4BA2 Parking2,000-2,500 sqft","107 Honey St, Cambridge, ON N1T 0B7"
122,"$979,900",10 Chudleigh St,"3+1BD2BA2 Parking1,100-1,500 sqft","10 Chudleigh Rd, York, ON M6E 1Y8"
123,"$2,000,000",125 Tennessee Ave,"3BD3BA7 Parking3,500-5,000 sqft","125 Tennessee Ave, Port Colborne, ON L3K 2R8"
124,"$1,188,800",12 Lomond Ave,"3+1BD4BA4 Parking1,500-2,000 sqft","12 Lomond Ave, Maple, ON L6A 2N7"
125,"$840,000",17A Blandford St,3BD1BA0 Parking,"17A Blandford St, York, ON M6E 3A6"
126,"$799,000",182 Byers St,4BD3BA2 Parking,"182 Byers St, London, ON"
127,"$1,180,000",2 Jericho Ave,"4BD4BA4 Parking2,500-3,000 sqft","2 Jericho Ave, Keswick, ON L4P 4E5"
128,"$2,798,000",1155 FULTON AVENUE,"4BD3BA2 Parking2,429 sqft","Toronto, ON"
129,"$2,299,000",717 E 26TH AVENUE,"5BD4BA1 Parking2,286 sqft","717 E 26th Ave, Vancouver, BC V5V 2H8"
130,"$1,149,000",179 Franklin Tr,"4BD4BA4 Parking2,500-3,000 sqft","179 Franklin Trail, Barrie, ON L9J 0B1"
131,"$1,828,000",10166 NO. 2 ROAD,"6BD4BA6 Parking3,041 sqft","10166 No 2 Rd, Richmond, BC V7E 2E3"
132,"$1,299,000",51151 FARMERS WAY,"4BD4BA2 Parking3,016 sqft","Chilliwack, BC V4Z 1L3"
133,"$1,299,000",398 Coons Rd,"4BD2BA6 Parking2,000-2,500 sqft","398 Coons Rd, Richmond Hill, ON"
134,"$974,900",834 Cabot Tr,"3BD2BA9 Parking1,100-1,500 sqft","834 Cabot Trail, Milton, ON L9T 3M8"
135,"$1,890,000",8 Waterleaf Rd,"4+2BD5BA2 Parking2,500-3,000 sqft","8 Waterleaf Rd, Markham, ON L6B 1A8"
136,"$356,500",4 Royal Oak Dr,3BD2BA3 Parking,"4 Royal Oak Dr, North York, ON M3C 2M2"
137,"$869,900",11994 MEADOWLARK DRIVE,"3BD2BA5 Parking1,234 sqft","Halton Hills, ON"
138,"$1,850,000",310 E 64TH AVENUE,"7BD3BA1 Parking2,406 sqft","310 E 64th Ave, Vancouver, BC V5X 2M7"
139,"$1,449,900",49 Silver Tr,"4+2BD4BA7 Parking1,500-2,000 sqft","49 Silver Trail, Barrie, ON L4N 3K2"
140,"$779,000",2 Ashwood Crt,"3BD2BA2 Parking1,100-1,500 sqft","2 Ashwood Ct, Hamilton, ON"
141,"$1,149,000",31 Bounty Ave,"4BD4BA4 Parking2,500-3,000 sqft","31 Bounty Ave, Thorold, ON L2V 0B7"
142,"$4,890,000",4033 W 39TH AVENUE,"5BD3BA2 Parking3,465 sqft","4033 W 39th Ave, Vancouver, BC V6N 3B1"
143,"$1,780,000",18 Waterleaf Rd,"5+1BD4BA3 Parking2,000-2,500 sqft","18 Waterleaf Rd, Markham, ON L6B 1A8"
144,"$2,498,000",7675 BURGESS STREET,"5BD8BA4 Parking3,171 sqft","Toronto, ON"
145,"$829,990",43 Peggy Lane,"4BD3BA7 Parking2,500-3,000 sqft","43 Peggy Ave, Mount Elgin, ON N0J 1N0"
146,"$1,598,000",1067 E 14TH AVENUE,"5BD2BA2 Parking2,160 sqft","1067 14th Ave, Markham, ON L3R 0N3"
147,"$700,000",32146 COTTONWOOD PLACE,"4BD1BA5 Parking1,940 sqft","Toronto, ON"
148,"$749,900",87 York St,"3BD3BA5 Parking1,500-2,000 sqft","87 York St, Toronto, ON"
149,"$349,900",12 Mercia Street,"6BD3BA4 Parking1,000 sqft","12 Mercia St, Quinte West, ON K8V 2P3"
150,"$1,390,000",LOT 72 Street B,"4BD1BA0 Parking3,000 sqft","72 Bryant St, Toronto, ON"
151,"$995,000",69 Division Street,"4BD2BA0 Parking2,360 sqft","69 Division St, Oshawa, ON"
152,"$1,149,000",31 Bounty Avenue,"5BDBA0 Parking2,717 sqft","31 Bounty Ave, Thorold, ON L2V 0B7"
153,"$1,299,000",783 Queenston Boulevard,"4BD5BA0 Parking3,145 sqft","Vaughan, ON"
154,"$999,900",332 Briarwood Drive,"3+1BD3BA6 Parking1,577 sqft","Caledon, ON"
155,"$739,900",9 Chalfont Road,"3BD3BA4 Parking1,945 sqft","9 Chalfont Rd, Etobicoke, ON M9W 3R9"
156,"$119,900",50 Waite Avenue,2BD1BA2 Parking780 sqft,"50 Waite Ave, Virginiatown, ON P0K 1X0"
157,"$436,000",213 Mitchell Street,"2BD2BA5 Parking1,234 sqft","213 Mitchell St, Port Colborne, ON L3K 1Y4"
158,"$799,000",182 Byers Street,"4BD3BA2 Parking1,820 sqft","182 Byers St, London, ON"
159,"$450,000",12 Birch Street,"2BD2BA0 Parking1,200 sqft",No Address Found
160,"$299,900",552 Nelson Street,"2BD1BA2 Parking1,524 sqft","552 Nelson St, Markham, ON L3P 1K8"
161,"$999,900",13 Scott Drive Drive,"4BDBA5 Parking2,610 sqft","13 Scott Dr, Richmond Hill, ON L4C 6V5"
162,"$1,299,000",398 Coons Road,"3+1BD2BA0 Parking65,535 sqft","398 Coons Rd, Richmond Hill, ON"
163,"$439,900",43 Seventh Street,"2BD2BA0 Parking1,298 sqft","43 Seventh St, Etobicoke, ON M8V 3B3"
164,"$949,900",26 Clubhouse Drive,"2+3BD4BA2 Parking1,444 sqft","26 Clubhouse Ct, North York, ON M3L 2K5"
165,"$399,999",141 Centre Street,"3BD2BA0 Parking1,181 sqft","141 Centre St, Thornhill, ON L4J 1G3"
166,"$799,900",74 Mckeen Street,"3BD3BA4 Parking1,962 sqft",No Address Found
167,"$700,000",33 Sheppard Street,"2+1BD2BA4 Parking5,314 sqft","33 Sheppard Ave W, North York, ON M2N 6S9"
168,"$579,900",82-84 West Street,"8BD4BA9 Parking8,886 sqft",No Address Found
169,"$599,900",834 Riverside Drive,,"834 Riverside Dr, York, ON M6S 4B5"
170,"$1,025,000",3408 Frontier Avenue,"2+2BD3BA4 Parking1,785 sqft","3408 Frontier Ave, London, ON N6P 1M3"
171,"$749,000",105 Aaron Place,"6BD2BA4 Parking1,300 sqft","105 Aaron Pl, Amherstview, ON K7N 2A1"
172,"$749,000",105 Aaron Place,"3+3BD3BA4 Parking1,300 sqft","105 Aaron Pl, Amherstview, ON K7N 2A1"
173,"$1,049,500",29 Mcfarland Street,"2BD2BA4 Parking5,052 sqft","29 McFarland St, Whitchurch-Stouffville, ON L4A 7X4"
174,"$599,900",B - 694 Highpoint Avenue,"3BD2BA0 Parking1,118 sqft","694 B Highpoint Ave, Waterloo, ON N2V 1G9"
175,"$776,900",21 Ridge Street,"4BD2BA0 Parking2,100 sqft","21 Ridge Rd, Goodwood, ON L0C 1A0"
176,"$997,000",16 Berwick Trail,"2+2BD3BA0 Parking1,549 sqft","16 Berwick Trl, Welland, ON L3B 6G5"
177,"$699,888",80 Wesley Avenue,"3BD4BA4 Parking1,755 sqft","80 Wesley Ave, Mississauga, ON L5H 1L4"
178,"$399,900",101 Hamilton Road,"3BD1BA4 Parking1,943 sqft","101 Hamilton Rd, London, ON N6B 1N2"
179,"$309,900",97 Taylor Avenue,"2BD1BA0 Parking1,350 sqft","Oshawa, ON"
180,"$1,099,000",104 Pugh Street,"4+1BD4BA6 Parking3,028 sqft","104 Pugh St E, Milverton, ON N0K 1M0"
181,"$799,900",19 Highview Road,"3+1BD2BA6 Parking2,015 sqft","19 Highview Crescent, Richmond Hill, ON L4B 2T8"
182,"$799,900",10 Frances Avenue,"2+2BD3BA5 Parking1,017 sqft","10 Frances Ave, Etobicoke, ON M8Y 3K9"
183,"$499,000",7 George Street,"5+2BD3BA0 Parking1,464 sqft","7 George Henry Blvd, North York, ON M2J 1E2"
184,"$1,150,000",1 Fawn Creek Lane,"3+2BD3BA0 Parking1,700 sqft","1 Fawn Creek Ln, Bayfield, ON N0M 1G0"
185,"$989,000",37 Mccaul Street,"2+1BD2BA8 Parking1,038 sqft","37 McCaul St, Markham, ON L6C 2E5"
186,"$535,000",415 Temple Street,"2BD1BA0 Parking1,418 sqft","415 Temple St, Palmerston, ON N0G 2P0"
187,"$769,800",174 Jacob Street,"4BD3BA4 Parking1,957 sqft","174 Jacob St W, New Hamburg, ON N3A 2X3"
188,"$679,900",356 Sunset Drive,"3BD2BA6 Parking1,462 sqft","356 Sunset Dr, St Thomas, ON N5R 1A4"
189,"$799,900",4 Riverview Terrace,"2+1BD2BA6 Parking1,240 sqft","4 Riverview Terrace, Paris, ON N3L 2P7"
190,"$579,900",112 Northgate Drive,"4+1BD2BA3 Parking1,100 sqft","112 Northgate Dr, North York, ON M3K 1R2"
191,"$624,900",1367 Woodfield Crescent,"3BD3BA0 Parking1,715 sqft","Toronto, ON"
192,"$469,900",1668 Norfolk County Road 21,"3BD1BA0 Parking52,141 sqft","1668 Norfolk County Rd 21, Delhi, ON N4B 2W4"
193,"$725,000",B - 540 Old Abbey Court,"3BD2BA0 Parking1,433 sqft","540 B Old Abbey Ct, Waterloo, ON N2K 3V3"
194,"$599,000",550 10th Street A,"4BD1BA0 Parking1,300 sqft","550 10th St A West, Owen Sound, ON N4K 4V9"
195,"$429,900",343 Shannon Boulevard,"2BD2BA2 Parking1,048 sqft","343 Shannon Blvd, Grand Bend, ON N0M 1T0"
196,"$520,000",7 Grove Place,"2BD2BA0 Parking1,417 sqft","Regional Municipality of York, ON"
197,"$849,900",17 Foxen Street,"2+1BD3BA4 Parking1,696 sqft","38 17, Foxen St, Amrithammal Colony, Perambur, Chennai, Tamil Nadu 600011, India"
198,"$575,000",34 Dixon Road,"3BD1BA8 Parking1,079 sqft","34 Dixon Rd, Etobicoke, ON M9P 2L2"
199,"$499,900",418 Frederick Street,"3BD2BA4 Parking1,335 sqft","Toronto, ON"
200,"$749,900",12 Lansdowne Street W,"4BD2BA4 Parking5,924 sqft","12 Lansdowne St W, Peterborough, ON K9J 1X8"
201,"$839,900",67 Stanley Street,"2+2BD3BA6 Parking1,162 sqft","67 Stanley St., Barrie, ON L4M 6V4"
202,"$389,000",45 Division St,"3BD1BA3 Parking700-1,100 sqft","45 Division St, St. Catharines, ON L2R 3G4"
203,"$1,075,000",504 Scarborough Rd,2+2BD2BA1 Parking,"504 Scarborough Rd, Toronto, ON M4E 3N2"
204,"$649,900",48 Drew St,"2BD3BA3 Parking1,500-2,000 sqft","48 Drew St, Oshawa, ON L1H 5A1"
205,"$1,799,900",20924 HUNTER PLACE,"4BD4BA7 Parking3,994 sqft","Markham, ON"
206,"$1,349,000",10020 MAGNOLIA PLACE,"3BD3BA4 Parking3,490 sqft","Toronto, ON"
207,"$1,069,000",38 Allard Ave,"3BD3BA4 Parking2,000-2,500 sqft","38 Allard Ave, Toronto, ON"
208,"$729,999",169 Highlands Blvd,"2+1BD2BA4 Parking1,500-2,000 sqft","169 Highlands Blvd, Cavan-Monaghan, ON L0A 1G0"
209,"$879,000",4238 Village Creek Dr,"2+1BD3BA3 Parking1,100-1,500 sqft","4238 Village Creek Dr, Fort Erie, ON L0S 1S0"
210,"$869,900",23 Denham Rd,2+2BD2BA6 Parking,"23 Denham Rd, Scarborough, ON M1P 1W5"
211,"$849,900",153 East 33rd St,4+2BD3BA5 Parking,"153 Thirty Third St, Etobicoke, ON M8W 3H4"
212,"$5,998,000",3421 W 44TH AVENUE,"4BD5BA4 Parking4,202 sqft","3421 W 44th Ave, Vancouver, BC V6N 3J7"
213,"$8,390,000",3937 W 34TH AVENUE,"6BD8BA5 Parking5,213 sqft","3937 W 34th Ave, Vancouver, BC V6N 2L4"
214,"$989,000",37 Mccaul St,2+1BD2BA8 Parking,"37 McCaul St, Markham, ON L6C 2E5"
215,"$599,900",352 Bruce St,3BD2BA3 Parking,"352 Bruce St, Oshawa, ON L1H 1R7"
216,"$1,250,000",LOT 49 Aspen Circle,"4BD3BA4 Parking2,500 sqft","49 Aspen Ave, East York, ON M4B 2Z1"
217,"$699,888",80 Wesley Ave,"3BD4BA4 Parking1,500-2,000 sqft","80 Wesley Ave, Mississauga, ON L5H 1L4"
218,"$2,688,000",8010 REIGATE ROAD,"5BD4BA4 Parking4,063 sqft","Toronto, ON"
219,"$829,950",82 Blackwood Cres,3+1BD2BA4 Parking,"82 Blackwood Crescent, Hamilton, ON L8S 3H5"
220,"$949,900",311 Liverpool Rd,3+1BD2BA4 Parking,"311 Liverpool Rd, Pickering, ON L1W 1R1"
221,"$1,019,900",74 Riverstone Way,"4BD4BA0 Parking2,605 sqft","74 Riverstone Dr, Etobicoke, ON M9P 2R6"
222,"$734,840",LOT 59 Rogers Street,"2BD2BA0 Parking1,293 sqft","59 Rogers Rd, Toronto, ON"
